,region,room_availability_bs,price,rating,transaction_count,tipe_kos,room_area,is_discount,region_group,Parkir_Motor,Lemari_Baju,WiFi,Bantal,Dapur,AC,K_Mandi_Dalam,Shower,Kloset_Duduk,Meja,Jendela,R_Jemur,TV,Kulkas,Penjaga_Kos,Kursi,R_Tamu,Parkir_Mobil,Parkir_Sepeda,Cermin,Ventilasi,CCTV,Parkir_Motor_&_Sepeda,Guling,Ember_mandi,K_Mandi_Luar,Jemuran,Dispenser,Wastafel,Air_panas,R_Makan,R_Cuci,R_Santai,Kloset_Jongkok,Termasuk_listrik
683,Bekasi,0.0,1300000,0.0,0.0,Kos Putra,21.6,0,Bekasi,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
684,Bekasi,2.0,1500000,0.0,6.0,Kos Campur,9.0,0,Bekasi,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
685,Tangerang,1.0,2400000,0.0,0.0,Kos Campur,12.0,0,Tangerang,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
686,Tangerang,1.0,2300000,0.0,1.0,Kos Campur,8.0,0,Tangerang,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
687,Tangerang,1.0,3500000,0.0,0.0,Kos Campur,18.0,0,Tangerang,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
688,Depok,1.0,2399000,0.0,1.0,Kos Campur,16.0,0,Depok,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
689,Depok,1.0,1699000,4.9,13.0,Kos Campur,9.0,1,Depok,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
690,Jakarta Utara,0.0,1900000,0.0,0.0,Kos Campur,12.0,0,Jakarta,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
691,Jakarta Pusat,1.0,2300000,0.0,0.0,Kos Campur,20.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
692,Tangerang,1.0,1500000,5.0,1.0,Kos Campur,16.0,0,Tangerang,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
693,Jakarta Barat,1.0,2500000,0.0,1.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1
694,Bekasi,3.0,1200000,0.0,0.0,Kos Campur,7.5,0,Bekasi,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1
695,Jakarta Timur,2.0,700000,0.0,1.0,Kos Putra,10.5,1,Jakarta,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
696,Jakarta Utara,0.0,2450000,0.0,0.0,Kos Putri,9.0,1,Jakarta,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1
697,Jakarta Timur,2.0,3500000,0.0,1.0,Kos Campur,18.0,0,Jakarta,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
698,Bogor,0.0,1650000,0.0,0.0,Kos Putri,12.0,0,Bogor,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
